time,P,G(i),H_sun,T2m,WS10m,Int
20140116:1710,0.0,0.0,0.0,11.36,1.51,0.0
20140116:1810,0.0,0.0,0.0,10.12,1.79,0.0
20140116:1910,0.0,0.0,0.0,9.32,1.69,0.0
20140116:2010,0.0,0.0,0.0,8.52,1.59,0.0
20140116:2110,0.0,0.0,0.0,7.71,1.49,0.0
20140116:2210,0.0,0.0,0.0,7.26,1.59,0.0
20140116:2310,0.0,0.0,0.0,6.8,1.68,0.0
20140117:0010,0.0,0.0,0.0,6.35,1.78,0.0
20140117:0110,0.0,0.0,0.0,6.26,1.65,0.0
20140117:0210,0.0,0.0,0.0,6.18,1.51,0.0
20140117:0310,0.0,0.0,0.0,6.09,1.38,0.0
20140117:0410,0.0,0.0,0.0,6.36,1.32,0.0
20140117:0510,0.0,0.0,0.0,6.63,1.27,0.0
20140117:0610,3198400.0,39.42,2.82,6.91,1.21,0.0
20140117:0710,40985600.0,312.46,12.31,8.54,0.96,0.0
20140117:0810,58296000.0,440.06,20.32,10.17,0.71,0.0
20140117:0910,97363200.0,761.76,26.25,11.8,0.46,0.0
20140117:1010,104404800.0,830.66,29.47,12.89,0.4,0.0
20140117:1110,106008000.0,851.46,29.53,13.99,0.34,0.0
20140117:1210,98529600.0,788.97,26.41,15.08,0.28,0.0
20140117:1310,82712000.0,644.07,20.56,14.55,0.77,0.0
20140117:1410,55252800.0,428.43,12.6,14.03,1.26,0.0
20140117:1510,4403200.0,51.01,3.16,13.5,1.75,0.0
20140117:1610,0.0,0.0,0.0,11.83,1.73,0.0
20140117:1710,0.0,0.0,0.0,10.16,1.71,0.0
20140117:1810,0.0,0.0,0.0,8.48,1.68,0.0
20140117:1910,0.0,0.0,0.0,7.84,1.74,0.0
20140117:2010,0.0,0.0,0.0,7.19,1.8,0.0
20140117:2110,0.0,0.0,0.0,6.54,1.86,0.0
20140117:2210,0.0,0.0,0.0,6.26,1.94,0.0
20140117:2310,0.0,0.0,0.0,5.98,2.03,0.0
20140118:0010,0.0,0.0,0.0,5.7,2.11,0.0
20140118:0110,0.0,0.0,0.0,5.87,1.89,0.0
20140118:0210,0.0,0.0,0.0,6.03,1.68,0.0
20140118:0310,0.0,0.0,0.0,6.2,1.46,0.0
20140118:0410,0.0,0.0,0.0,6.56,1.48,0.0
20140118:0510,0.0,0.0,0.0,6.91,1.5,0.0
20140118:0610,3108800.0,38.66,2.91,7.27,1.52,0.0
20140118:0710,10464000.0,92.31,12.41,8.66,1.54,0.0
20140118:0810,28254400.0,219.75,20.45,10.05,1.56,0.0
20140118:0910,55475200.0,418.62,26.42,11.45,1.59,0.0
