time,P,G(i),H_sun,T2m,WS10m,Int
20140718:0310,0.0,0.0,0.0,15.87,2.25,0.0
20140718:0410,6162200.0,48.87,8.23,17.34,2.25,0.0
20140718:0510,25993000.0,179.28,19.2,18.82,2.26,0.0
20140718:0610,66420200.0,391.88,30.53,20.29,2.26,0.0
20140718:0710,105366800.0,607.2,41.94,21.02,2.25,0.0
20140718:0810,135304400.0,791.19,53.04,21.75,2.23,0.0
20140718:0910,136237200.0,804.54,63.02,22.48,2.22,0.0
20140718:1010,154112200.0,921.06,69.77,22.88,2.35,0.0
20140718:1110,71913600.0,420.94,69.61,23.28,2.48,0.0
20140718:1210,51295200.0,304.11,62.67,23.68,2.61,0.0
20140718:1310,71423000.0,418.65,52.63,23.6,2.15,0.0
20140718:1410,69253800.0,406.81,41.51,23.53,1.7,0.0
20140718:1510,42871400.0,259.34,30.09,23.46,1.24,0.0
20140718:1610,23113200.0,177.62,18.77,21.99,1.31,0.0
20140718:1710,4727800.0,40.73,7.82,20.53,1.37,0.0
20140718:1810,0.0,0.0,0.0,19.07,1.43,0.0
20140718:1910,0.0,0.0,0.0,18.62,1.49,0.0
20140718:2010,0.0,0.0,0.0,18.18,1.55,0.0
20140718:2110,0.0,0.0,0.0,17.73,1.61,0.0
20140718:2210,0.0,0.0,0.0,17.52,1.86,0.0
20140718:2310,0.0,0.0,0.0,17.3,2.1,0.0
20140719:0010,0.0,0.0,0.0,17.09,2.34,0.0
20140719:0110,0.0,0.0,0.0,16.92,2.32,0.0
20140719:0210,0.0,0.0,0.0,16.75,2.29,0.0
20140719:0310,0.0,0.0,0.0,16.57,2.26,0.0
20140719:0410,5841000.0,47.06,8.1,17.92,2.34,0.0
20140719:0510,25735600.0,178.9,19.08,19.27,2.43,0.0
20140719:0610,65467600.0,386.19,30.41,20.62,2.51,0.0
20140719:0710,92914800.0,535.83,41.82,21.58,2.43,0.0
20140719:0810,93027000.0,540.36,52.91,22.54,2.34,0.0
20140719:0910,141464400.0,841.44,62.87,23.5,2.26,0.0
20140719:1010,130055200.0,773.73,69.59,24.16,2.28,0.0
20140719:1110,108486400.0,642.07,69.45,24.81,2.3,0.0
20140719:1210,105853000.0,627.04,62.55,25.47,2.32,0.0
20140719:1310,61941000.0,366.98,52.53,25.13,2.25,0.0
20140719:1410,59083200.0,349.84,41.42,24.8,2.19,0.0
20140719:1510,46937000.0,283.19,30.01,24.47,2.12,0.0
20140719:1610,15701400.0,106.09,18.68,23.23,1.91,0.0
20140719:1710,5128200.0,43.44,7.72,21.99,1.7,0.0
20140719:1810,0.0,0.0,0.0,20.75,1.49,0.0
